iso_timestamp,london_date,london_time,subject,key_stage,specification,lesson_title,output_type,file_name,display_mode,parser_version
2026-06-26T07:46:22.739Z,2026-06-26,08:46:22,"","","","Judaism: God, Torah, Synagogue and Festivals","PowerPoint","Judaism-_God,_Torah,_Synagogue_and_Festivals.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-26T07:46:39.427Z,2026-06-26,08:46:39,"","","","Judaism: God, Torah, Synagogue and Festivals","PowerPoint","Judaism-_God,_Torah,_Synagogue_and_Festivals.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-26T07:46:58.883Z,2026-06-26,08:46:58,"","","","Judaism: God, Torah, Synagogue and Festivals","PowerPoint","Judaism-_God,_Torah,_Synagogue_and_Festivals.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-26T07:48:14.916Z,2026-06-26,08:48:14,"","","","Judaism: God, Torah, Synagogue and Festivals","PowerPoint","Judaism-_God,_Torah,_Synagogue_and_Festivals.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-26T07:48:53.210Z,2026-06-26,08:48:53,"","","","Judaism: God, Torah, Synagogue and Festivals","PowerPoint","Judaism-_God,_Torah,_Synagogue_and_Festivals.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-26T07:49:36.019Z,2026-06-26,08:49:36,"","","","Judaism: God, Torah, Synagogue and Festivals","PowerPoint","Judaism-_God,_Torah,_Synagogue_and_Festivals.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-26T07:49:53.395Z,2026-06-26,08:49:53,"","","","Judaism: God, Torah, Synagogue and Festivals","PowerPoint","Judaism-_God,_Torah,_Synagogue_and_Festivals.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-26T07:51:34.051Z,2026-06-26,08:51:34,"","","","Judaism: God, Torah, Synagogue and Festivals","PowerPoint","Judaism-_God,_Torah,_Synagogue_and_Festivals.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-26T07:55:17.993Z,2026-06-26,08:55:17,"","","","Judaism: God, Torah, Synagogue and Festivals","PowerPoint","Judaism-_God,_Torah,_Synagogue_and_Festivals.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-26T08:04:07.911Z,2026-06-26,09:04:07,"","","","Judaism: God, Torah, Synagogue and Festivals","PowerPoint","Judaism-_God,_Torah,_Synagogue_and_Festivals.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-26T08:25:24.681Z,2026-06-26,09:25:24,"","","","Mon anniversaire – Say when your birthday is","PowerPoint","Mon_anniversaire_–_Say_when_your_birthday_is.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-26T08:29:58.363Z,2026-06-26,09:29:58,"","","","Using MS Teams: Submitting an Assignment","PowerPoint","Using_MS_Teams-_Submitting_an_Assignment.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-26T08:38:58.137Z,2026-06-26,09:38:58,"","","","Using MS Teams: Submitting an Assignment","PowerPoint","Using_MS_Teams-_Submitting_an_Assignment.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-26T08:43:09.667Z,2026-06-26,09:43:09,"","","","Using MS Teams: Submitting an Assignment","PowerPoint","Using_MS_Teams-_Submitting_an_Assignment.pptx","icons","v75-icons-image-mode-lesson-log"
2026-06-26T08:48:11.053Z,2026-06-26,09:48:11,"","","","Using MS Teams: Submitting an Assignment","PowerPoint","Using_MS_Teams-_Submitting_an_Assignment.pptx","icons","v75-icons-image-mode-lesson-log"
